Height Pressure Rho
2.902903e+04 2.652085e+02 6.795703e-03
2.907908e+04 2.624272e+02 6.728674e-03
2.912913e+04 2.596751e+02 6.662309e-03
2.917918e+04 2.569518e+02 6.596602e-03
2.922923e+04 2.542571e+02 6.531545e-03
2.927928e+04 2.515906e+02 6.467132e-03
2.932933e+04 2.489521e+02 6.403357e-03
2.937938e+04 2.463413e+02 6.340213e-03
2.942943e+04 2.437579e+02 6.277695e-03
2.947948e+04 2.412015e+02 6.215796e-03
2.952953e+04 2.386720e+02 6.154509e-03
2.957958e+04 2.361690e+02 6.093829e-03
2.962963e+04 2.336922e+02 6.033750e-03
2.967968e+04 2.312414e+02 5.974265e-03
2.972973e+04 2.288163e+02 5.915370e-03
2.977978e+04 2.264167e+02 5.857057e-03
2.982983e+04 2.240422e+02 5.799322e-03
2.987988e+04 2.216926e+02 5.742158e-03
2.992993e+04 2.193676e+02 5.685559e-03
2.997998e+04 2.170671e+02 5.629521e-03
3.003003e+04 2.147906e+02 5.574038e-03
3.008008e+04 2.125381e+02 5.519103e-03
3.013013e+04 2.103091e+02 5.464712e-03
3.018018e+04 2.081036e+02 5.410860e-03
3.023023e+04 2.059211e+02 5.357540e-03
3.028028e+04 2.037616e+02 5.304748e-03
3.033033e+04 2.016247e+02 5.252478e-03
3.038038e+04 1.995102e+02 5.200726e-03
3.043043e+04 1.974179e+02 5.149485e-03
3.048048e+04 1.953475e+02 5.098752e-03
3.053053e+04 1.932988e+02 5.048520e-03
3.058058e+04 1.912717e+02 4.998785e-03
3.063063e+04 1.892657e+02 4.949542e-03
3.068068e+04 1.872809e+02 4.900787e-03
3.073073e+04 1.853168e+02 4.852513e-03
3.078078e+04 1.833733e+02 4.804718e-03
3.083083e+04 1.814502e+02 4.757394e-03
3.088088e+04 1.795473e+02 4.710539e-03
3.093093e+04 1.776644e+02 4.664148e-03
3.098098e+04 1.758012e+02 4.618215e-03
3.103103e+04 1.739575e+02 4.572736e-03
3.108108e+04 1.721331e+02 4.527708e-03
3.113113e+04 1.703279e+02 4.483124e-03
3.118118e+04 1.685417e+02 4.438981e-03
3.123123e+04 1.667741e+02 4.395275e-03
3.128128e+04 1.650251e+02 4.352001e-03
3.133133e+04 1.632945e+02 4.309155e-03
3.138138e+04 1.615820e+02 4.266732e-03
3.143143e+04 1.598874e+02 4.224729e-03
3.148148e+04 1.582106e+02 4.183141e-03
3.153153e+04 1.565514e+02 4.141965e-03
3.158158e+04 1.549096e+02 4.101195e-03
3.163163e+04 1.532851e+02 4.060828e-03
3.168168e+04 1.516775e+02 4.020861e-03
3.173173e+04 1.500868e+02 3.981288e-03
3.178178e+04 1.485128e+02 3.942107e-03
3.183183e+04 1.469553e+02 3.903313e-03
3.188188e+04 1.454142e+02 3.864902e-03
3.193193e+04 1.438892e+02 3.826871e-03
3.198198e+04 1.423802e+02 3.789216e-03
3.203203e+04 1.408870e+02 3.751932e-03
3.208208e+04 1.394095e+02 3.715018e-03
3.213213e+04 1.379475e+02 3.678468e-03
3.218218e+04 1.365008e+02 3.642279e-03
3.223223e+04 1.350692e+02 3.606448e-03
3.228228e+04 1.336527e+02 3.570971e-03
3.233233e+04 1.322511e+02 3.535844e-03
3.238238e+04 1.308641e+02 3.501065e-03
3.243243e+04 1.294917e+02 3.466629e-03
3.248248e+04 1.281337e+02 3.432533e-03
3.253253e+04 1.267899e+02 3.398774e-03
3.258258e+04 1.254603e+02 3.365348e-03
3.263263e+04 1.241445e+02 3.332253e-03
3.268268e+04 1.228426e+02 3.299485e-03
3.273273e+04 1.215543e+02 3.267040e-03
3.278278e+04 1.202795e+02 3.234915e-03
3.283283e+04 1.190181e+02 3.203108e-03
3.288288e+04 1.177700e+02 3.171616e-03
3.293293e+04 1.165349e+02 3.140434e-03
3.298298e+04 1.153128e+02 3.109560e-03
3.303303e+04 1.141034e+02 3.078991e-03
3.308308e+04 1.129068e+02 3.048723e-03
3.313313e+04 1.117227e+02 3.018755e-03
3.318318e+04 1.105511e+02 2.989083e-03
3.323323e+04 1.093917e+02 2.959703e-03
3.328328e+04 1.082445e+02 2.930614e-03
3.333333e+04 1.071093e+02 2.901812e-03
3.338338e+04 1.059860e+02 2.873294e-03
3.343343e+04 1.048745e+02 2.845057e-03
3.348348e+04 1.037746e+02 2.817100e-03
3.353353e+04 1.026863e+02 2.789418e-03
3.358358e+04 1.016094e+02 2.762010e-03
3.363363e+04 1.005438e+02 2.734872e-03
3.368368e+04 9.948940e+01 2.708002e-03
3.373373e+04 9.844603e+01 2.681397e-03
3.378378e+04 9.741360e+01 2.655055e-03
3.383383e+04 9.639199e+01 2.628972e-03
3.388388e+04 9.538111e+01 2.603148e-03
3.393393e+04 9.438082e+01 2.577577e-03
3.398398e+04 9.339102e+01 2.552260e-03
3.403403e+04 9.241161e+01 2.527192e-03
3.408408e+04 9.144246e+01 2.502371e-03
3.413413e+04 9.048348e+01 2.477796e-03
3.418418e+04 8.953456e+01 2.453462e-03
3.423423e+04 8.859559e+01 2.429369e-03
3.428428e+04 8.766646e+01 2.405514e-03
3.433433e+04 8.674708e+01 2.381894e-03
3.438438e+04 8.583734e+01 2.358507e-03
3.443443e+04 8.493714e+01 2.335350e-03
3.448448e+04 8.404639e+01 2.312422e-03
3.453453e+04 8.316497e+01 2.289720e-03
3.458458e+04 8.229280e+01 2.267243e-03
3.463463e+04 8.142977e+01 2.244986e-03
3.468468e+04 8.057580e+01 2.222950e-03
3.473473e+04 7.973078e+01 2.201130e-03
3.478478e+04 7.889462e+01 2.179526e-03
3.483483e+04 7.806723e+01 2.158135e-03
3.488488e+04 7.724852e+01 2.136954e-03
3.493493e+04 7.643839e+01 2.115983e-03
3.498498e+04 7.563676e+01 2.095218e-03
3.503504e+04 7.484354e+01 2.074659e-03
3.508509e+04 7.405864e+01 2.054301e-03
3.513514e+04 7.328197e+01 2.034145e-03
3.518519e+04 7.251344e+01 2.014187e-03
3.523524e+04 7.175297e+01 1.994426e-03
3.528529e+04 7.100048e+01 1.974860e-03
3.533534e+04 7.025588e+01 1.955486e-03
3.538539e+04 6.951909e+01 1.936304e-03
3.543544e+04 6.879002e+01 1.917311e-03
3.548549e+04 6.806860e+01 1.898504e-03
3.553554e+04 6.735475e+01 1.879884e-03
3.558559e+04 6.664838e+01 1.861446e-03
3.563564e+04 6.594942e+01 1.843191e-03
3.568569e+04 6.525780e+01 1.825115e-03
3.573574e+04 6.457342e+01 1.807217e-03
3.578579e+04 6.389622e+01 1.789496e-03
3.583584e+04 6.322613e+01 1.771950e-03
3.588589e+04 6.256306e+01 1.754576e-03
3.593594e+04 6.190694e+01 1.737373e-03
3.598599e+04 6.125771e+01 1.720340e-03
3.603604e+04 6.061528e+01 1.703475e-03
3.608609e+04 5.997959e+01 1.686776e-03
3.613614e+04 5.935057e+01 1.670241e-03
3.618619e+04 5.872815e+01 1.653869e-03
3.623624e+04 5.811225e+01 1.637659e-03
3.628629e+04 5.750281e+01 1.621608e-03
3.633634e+04 5.689977e+01 1.605715e-03
3.638639e+04 5.630304e+01 1.589979e-03
3.643644e+04 5.571258e+01 1.574398e-03
3.648649e+04 5.512831e+01 1.558970e-03
3.653654e+04 5.455016e+01 1.543694e-03
3.658659e+04 5.397808e+01 1.528569e-03
3.663664e+04 5.341200e+01 1.513592e-03
3.668669e+04 5.285185e+01 1.498763e-03
3.673674e+04 5.229758e+01 1.484080e-03
3.678679e+04 5.174912e+01 1.469542e-03
3.683684e+04 5.120642e+01 1.455146e-03
3.688689e+04 5.066940e+01 1.440893e-03
3.693694e+04 5.013802e+01 1.426779e-03
3.698699e+04 4.961221e+01 1.412805e-03
3.703704e+04 4.909191e+01 1.398968e-03
3.708709e+04 4.857707e+01 1.385268e-03
3.713714e+04 4.806763e+01 1.371702e-03
3.718719e+04 4.756353e+01 1.358270e-03
3.723724e+04 4.706472e+01 1.344970e-03
3.728729e+04 4.657114e+01 1.331800e-03
3.733734e+04 4.608274e+01 1.318761e-03
3.738739e+04 4.559946e+01 1.305850e-03
3.743744e+04 4.512124e+01 1.293065e-03
3.748749e+04 4.464805e+01 1.280407e-03
3.753754e+04 4.417981e+01 1.267873e-03
3.758759e+04 4.371648e+01 1.255462e-03
3.763764e+04 4.325802e+01 1.243174e-03
3.768769e+04 4.280436e+01 1.231006e-03
3.773774e+04 4.235546e+01 1.218959e-03
3.778779e+04 4.191127e+01 1.207029e-03
3.783784e+04 4.147173e+01 1.195217e-03
3.788789e+04 4.103681e+01 1.183521e-03
3.793794e+04 4.060644e+01 1.171941e-03
3.798799e+04 4.018059e+01 1.160474e-03
3.803804e+04 3.975921e+01 1.149120e-03
3.808809e+04 3.934224e+01 1.137877e-03
3.813814e+04 3.892965e+01 1.126745e-03
3.818819e+04 3.852139e+01 1.115723e-03
3.823824e+04 3.811740e+01 1.104809e-03
3.828829e+04 3.771766e+01 1.094002e-03
3.833834e+04 3.732210e+01 1.083302e-03
3.838839e+04 3.693069e+01 1.072707e-03
3.843844e+04 3.654339e+01 1.062216e-03
3.848849e+04 3.616015e+01 1.051828e-03
3.853854e+04 3.578093e+01 1.041542e-03
3.858859e+04 3.540569e+01 1.031357e-03
3.863864e+04 3.503438e+01 1.021273e-03
3.868869e+04 3.466696e+01 1.011287e-03
3.873874e+04 3.430340e+01 1.001400e-03
3.878879e+04 3.394365e+01 9.916097e-04
3.883884e+04 3.358768e+01 9.819158e-04
3.888889e+04 3.323544e+01 9.723172e-04
3.893894e+04 3.288689e+01 9.628129e-04
3.898899e+04 3.254199e+01 9.534020e-04
3.903904e+04 3.220072e+01 9.440836e-04
3.908909e+04 3.186302e+01 9.348567e-04
3.913914e+04 3.152886e+01 9.257205e-04
3.918919e+04 3.119821e+01 9.166741e-04
3.923924e+04 3.087103e+01 9.077165e-04
3.928929e+04 3.054728e+01 8.988469e-04
3.933934e+04 3.022692e+01 8.900645e-04
3.938939e+04 2.990992e+01 8.813683e-04
3.943944e+04 2.959625e+01 8.727576e-04
3.948949e+04 2.928586e+01 8.642315e-04
3.953954e+04 2.897874e+01 8.557890e-04
3.958959e+04 2.867483e+01 8.474296e-04
3.963964e+04 2.837411e+01 8.391522e-04
3.968969e+04 2.807654e+01 8.309561e-04
3.973974e+04 2.778210e+01 8.228404e-04
3.978979e+04 2.749074e+01 8.148045e-04
3.983984e+04 2.720244e+01 8.068475e-04
3.988989e+04 2.691716e+01 7.989686e-04
3.993994e+04 2.663487e+01 7.911671e-04
3.998999e+04 2.635554e+01 7.834422e-04
4.004004e+04 2.607914e+01 7.757931e-04
4.009009e+04 2.580565e+01 7.682191e-04
4.014014e+04 2.553502e+01 7.607195e-04
4.019019e+04 2.526722e+01 7.532934e-04
4.024024e+04 2.500224e+01 7.459403e-04
4.029029e+04 2.474003e+01 7.386593e-04
4.034034e+04 2.448058e+01 7.314498e-04
4.039039e+04 2.422384e+01 7.243111e-04
4.044044e+04 2.396980e+01 7.172424e-04
4.049049e+04 2.371843e+01 7.102431e-04
4.054054e+04 2.346968e+01 7.033125e-04
4.059059e+04 2.322355e+01 6.964499e-04
4.064064e+04 2.298000e+01 6.896546e-04
4.069069e+04 2.273900e+01 6.829260e-04
4.074074e+04 2.250053e+01 6.762634e-04
4.079079e+04 2.226456e+01 6.696662e-04
4.084084e+04 2.203107e+01 6.631337e-04
4.089089e+04 2.180002e+01 6.566653e-04
4.094094e+04 2.157140e+01 6.502603e-04
4.099099e+04 2.134518e+01 6.439181e-04
4.104104e+04 2.112132e+01 6.376382e-04
4.109109e+04 2.089982e+01 6.314199e-04
4.114114e+04 2.068064e+01 6.252625e-04
4.119119e+04 2.046375e+01 6.191656e-04
4.124124e+04 2.024915e+01 6.131284e-04
4.129129e+04 2.003679e+01 6.071504e-04
4.134134e+04 1.982666e+01 6.012311e-04
4.139139e+04 1.961873e+01 5.953697e-04
4.144144e+04 1.941298e+01 5.895659e-04
4.149149e+04 1.920939e+01 5.838190e-04
4.154154e+04 1.900794e+01 5.781284e-04
4.159159e+04 1.880860e+01 5.724936e-04
4.164164e+04 1.861135e+01 5.669140e-04
4.169169e+04 1.841617e+01 5.613891e-04
4.174174e+04 1.822303e+01 5.559184e-04
4.179179e+04 1.803192e+01 5.505013e-04
4.184184e+04 1.784282e+01 5.451373e-04
4.189189e+04 1.765569e+01 5.398258e-04
4.194194e+04 1.747053e+01 5.345665e-04
4.199199e+04 1.728732e+01 5.293586e-04
4.204204e+04 1.710602e+01 5.242018e-04
4.209209e+04 1.692662e+01 5.190955e-04
4.214214e+04 1.674911e+01 5.140393e-04
4.219219e+04 1.657346e+01 5.090326e-04
4.224224e+04 1.639965e+01 5.040749e-04
4.229229e+04 1.622766e+01 4.991658e-04
4.234234e+04 1.605748e+01 4.943048e-04
4.239239e+04 1.588908e+01 4.894915e-04
4.244244e+04 1.572244e+01 4.847252e-04
4.249249e+04 1.555756e+01 4.800057e-04
4.254254e+04 1.539440e+01 4.753324e-04
4.259259e+04 1.523296e+01 4.707048e-04
4.264264e+04 1.507321e+01 4.661226e-04
4.269269e+04 1.491513e+01 4.615853e-04
4.274274e+04 1.475871e+01 4.570924e-04
4.279279e+04 1.460393e+01 4.526434e-04
4.284284e+04 1.445078e+01 4.482381e-04
4.289289e+04 1.429923e+01 4.438758e-04
4.294294e+04 1.414927e+01 4.395563e-04
4.299299e+04 1.400088e+01 4.352791e-04
4.304304e+04 1.385405e+01 4.310437e-04
4.309309e+04 1.370876e+01 4.268498e-04
4.314314e+04 1.356499e+01 4.226970e-04
4.319319e+04 1.342273e+01 4.185848e-04
4.324324e+04 1.328196e+01 4.145129e-04
4.329329e+04 1.314267e+01 4.104808e-04
4.334334e+04 1.300484e+01 4.064881e-04
4.339339e+04 1.286846e+01 4.025346e-04
4.344344e+04 1.273350e+01 3.986197e-04
4.349349e+04 1.259996e+01 3.947432e-04
4.354354e+04 1.246782e+01 3.909045e-04
4.359359e+04 1.233707e+01 3.871035e-04
4.364364e+04 1.220769e+01 3.833396e-04
4.369369e+04 1.207966e+01 3.796125e-04
4.374374e+04 1.195298e+01 3.759219e-04
4.379379e+04 1.182763e+01 3.722674e-04
4.384384e+04 1.170359e+01 3.686487e-04
4.389389e+04 1.158085e+01 3.650653e-04
4.394394e+04 1.145940e+01 3.615170e-04
4.399399e+04 1.133922e+01 3.580034e-04
4.404404e+04 1.122030e+01 3.545242e-04
4.409409e+04 1.110263e+01 3.510790e-04
4.414414e+04 1.098620e+01 3.476675e-04
4.419419e+04 1.087098e+01 3.442893e-04
4.424424e+04 1.075697e+01 3.409442e-04
4.429429e+04 1.064416e+01 3.376317e-04
4.434434e+04 1.053253e+01 3.343517e-04
4.439439e+04 1.042208e+01 3.311037e-04
4.444444e+04 1.031278e+01 3.278875e-04
4.449449e+04 1.020463e+01 3.247027e-04
4.454454e+04 1.009761e+01 3.215491e-04
4.459459e+04 9.991711e+00 3.184262e-04
4.464464e+04 9.886925e+00 3.153339e-04
4.469469e+04 9.783238e+00 3.122719e-04
4.474474e+04 9.680639e+00 3.092397e-04
4.479479e+04 9.579115e+00 3.062372e-04
4.484484e+04 9.478657e+00 3.032640e-04
4.489489e+04 9.379252e+00 3.003199e-04
4.494494e+04 9.280889e+00 2.974045e-04
4.499499e+04 9.183558e+00 2.945176e-04
4.504505e+04 9.087247e+00 2.915156e-04
4.509510e+04 8.991947e+00 2.885284e-04
4.514515e+04 8.897646e+00 2.855719e-04
4.519520e+04 8.804334e+00 2.826456e-04
4.524525e+04 8.712001e+00 2.797494e-04
4.529530e+04 8.620636e+00 2.768829e-04
4.534535e+04 8.530229e+00 2.740457e-04
4.539540e+04 8.440770e+00 2.712377e-04
4.544545e+04 8.352250e+00 2.684584e-04
4.549550e+04 8.264658e+00 2.657076e-04
4.554555e+04 8.177984e+00 2.629851e-04
4.559560e+04 8.092219e+00 2.602904e-04
4.564565e+04 8.007354e+00 2.576234e-04
4.569570e+04 7.923379e+00 2.549837e-04
4.574575e+04 7.840284e+00 2.523710e-04
4.579580e+04 7.758061e+00 2.497852e-04
4.584585e+04 7.676701e+00 2.472259e-04
4.589590e+04 7.596193e+00 2.446928e-04
4.594595e+04 7.516530e+00 2.421856e-04
4.599600e+04 7.437702e+00 2.397042e-04
4.604605e+04 7.359701e+00 2.372482e-04
4.609610e+04 7.282518e+00 2.348174e-04
4.614615e+04 7.206144e+00 2.324115e-04
4.619620e+04 7.130571e+00 2.300303e-04
4.624625e+04 7.055791e+00 2.276735e-04
4.629630e+04 6.981795e+00 2.253408e-04
4.634635e+04 6.908575e+00 2.230321e-04
4.639640e+04 6.836123e+00 2.207470e-04
4.644645e+04 6.764431e+00 2.184853e-04
4.649650e+04 6.693491e+00 2.162469e-04
4.654655e+04 6.623294e+00 2.140314e-04
4.659660e+04 6.553834e+00 2.118385e-04
4.664665e+04 6.485102e+00 2.096682e-04
4.669670e+04 6.417091e+00 2.075201e-04
4.674675e+04 6.349794e+00 2.053941e-04
4.679680e+04 6.283202e+00 2.032898e-04
4.684685e+04 6.217308e+00 2.012071e-04
4.689690e+04 6.152106e+00 1.991458e-04
4.694695e+04 6.087587e+00 1.971055e-04
4.699700e+04 6.023745e+00 1.950862e-04
4.704705e+04 5.960572e+00 1.930876e-04
4.709710e+04 5.898062e+00 1.911095e-04
4.714715e+04 5.836208e+00 1.891517e-04
4.719720e+04 5.775002e+00 1.872139e-04
4.724725e+04 5.714438e+00 1.852960e-04
4.729730e+04 5.654509e+00 1.833977e-04
4.734735e+04 5.595209e+00 1.815189e-04
4.739740e+04 5.536530e+00 1.796594e-04
4.744745e+04 5.478467e+00 1.778189e-04
4.749750e+04 5.421013e+00 1.759973e-04
4.754755e+04 5.364162e+00 1.741944e-04
4.759760e+04 5.307906e+00 1.724099e-04
4.764765e+04 5.252241e+00 1.706437e-04
4.769770e+04 5.197159e+00 1.688957e-04
4.774775e+04 5.142655e+00 1.671655e-04
4.779780e+04 5.088723e+00 1.654531e-04
4.784785e+04 5.035356e+00 1.637582e-04
4.789790e+04 4.982549e+00 1.620807e-04
4.794795e+04 4.930296e+00 1.604204e-04
4.799800e+04 4.878591e+00 1.587772e-04
4.804805e+04 4.827428e+00 1.571507e-04
4.809810e+04 4.776801e+00 1.555410e-04
4.814815e+04 4.726705e+00 1.539477e-04
4.819820e+04 4.677135e+00 1.523707e-04
4.824825e+04 4.628085e+00 1.508100e-04
4.829830e+04 4.579549e+00 1.492652e-04
4.834835e+04 4.531522e+00 1.477362e-04
4.839840e+04 4.483999e+00 1.462230e-04
4.844845e+04 4.436974e+00 1.447252e-04
4.849850e+04 4.390442e+00 1.432428e-04
4.854855e+04 4.344399e+00 1.417755e-04
4.859860e+04 4.298838e+00 1.403234e-04
4.864865e+04 4.253755e+00 1.388860e-04
4.869870e+04 4.209144e+00 1.374635e-04
4.874875e+04 4.165002e+00 1.360555e-04
4.879880e+04 4.121323e+00 1.346619e-04
4.884885e+04 4.078101e+00 1.332826e-04
4.889890e+04 4.035333e+00 1.319175e-04
4.894895e+04 3.993014e+00 1.305663e-04
4.899900e+04 3.951138e+00 1.292290e-04
4.904905e+04 3.909701e+00 1.279054e-04
4.909910e+04 3.868699e+00 1.265954e-04
4.914915e+04 3.828127e+00 1.252987e-04
4.919920e+04 3.787981e+00 1.240154e-04
4.924925e+04 3.748255e+00 1.227452e-04
4.929930e+04 3.708946e+00 1.214881e-04
4.934935e+04 3.670049e+00 1.202438e-04
4.939940e+04 3.631561e+00 1.190123e-04
4.944945e+04 3.593475e+00 1.177934e-04
4.949950e+04 3.555790e+00 1.165870e-04
4.954955e+04 3.518499e+00 1.153929e-04
4.959960e+04 3.481600e+00 1.142111e-04
4.964965e+04 3.445087e+00 1.130414e-04
4.969970e+04 3.408958e+00 1.118837e-04
4.974975e+04 3.373207e+00 1.107378e-04
4.979980e+04 3.337832e+00 1.096037e-04
4.984985e+04 3.302827e+00 1.084812e-04
4.989990e+04 3.268189e+00 1.073702e-04
4.994995e+04 3.233915e+00 1.062706e-04
5.000000e+04 3.200000e+00 1.051823e-04
